"SORT","TECTNO","TECTCODE","TECTNAME","TECTTYPE","LITHOLOGY","TECTSETTIN","TSETT_QUAL","PARENTCODE","PARENTNAME","PARENTTYPE","STATE","WATECTUNIT","SSUITE_TEC","SUITE_TEC","CRATON","SUPERTERRA","CRATON_TER","DOMAIN_","GREENSTONE","SUPERBASIN","BASIN","SUBBASIN","SUBBASIN_E","OROGEN","PROVINCE","PROV_TZONE","TECT_SUBDI","OROG_FOR","OROG_FORSU","IN_OUTLIER","EVENTS","ERA_FROM","ERA_TO","MAX_AGE_MA","MIN_AGE_MA","TECTCOLOUR","SYMBOL"
"2","185","PNN","Dongara Terrace","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Dongara Terrace","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Mesozoic","323","66","MZ-s","MESOZOIC; sedimentary rocks"
"2","190","PNR","Bookara Shelf","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Bookara Shelf","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Mesozoic","323","66","MZ-s","MESOZOIC; sedimentary rocks"
"3","189","PNT","Turtle Dove Ridge","Sub-basin","sedimentary and volcanic rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Turtle Dove Ridge","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma); Late Paleocene transgression (61.6 - 56 Ma)","Paleozoic","Cenozoic","299","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"2","188","PNW","Wicherina Terrace","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Wicherina Terrace","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Mesozoic","323","66","MZ-s","MESOZOIC; sedimentary rocks"
"4","171","PNX","Coolcalalaya Sub-basin","Sub-basin","sedimentary rocks","basin","marginal basin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Coolcalalaya Sub-basin","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma); Mid-Carboniferous compression, Southern Carnarvon Basin (323.2 - 307 Ma)","Paleozoic","Paleozoic","485","252","PZ-s","PALEOZOIC; sedimentary rocks"
"2","187","PNY","Yarra Yarra Terrace","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Yarra Yarra Terrace","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Mesozoic","323","66","MZ-s","MESOZOIC; sedimentary rocks"
"3","191","PNZ","Zeewyck Sub-basin","Sub-basin","sedimentary and volcanic rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Zeewyck Sub-basin","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Mesozoic","Cenozoic","201","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"41","337","PRH","Pilbara Craton, Rat Hill Inlier","Inlier/Outlier","granite-greenstones","craton","granite-greenstone","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","","","","","","","","","","","Pilbara Craton, Rat Hill Inlier","Pilbara Craton breakup (2775 - 2445 Ma); Mosquito Creek Orogeny (2905 - 2890 Ma); East Pilbara Terrane Rifting Event (3220 - 3165 Ma)","Paleoarchean","Mesoarchean","3530","2895","A-gg","ARCHEAN; granite-greenstones"
"41","338","PRK","Pilbara Craton, Rocklea Inlier","Inlier/Outlier","granite-greenstones","craton","granitic complex","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","","","","","","","","","","","Pilbara Craton, Rocklea Inlier","Capricorn Orogeny (1817 - 1772 Ma); Ophthalmia Orogeny (2215 - 2145 Ma)","Paleoarchean","Paleoarchean","3530","3221","A-gg","ARCHEAN; granite-greenstones"
"41","339","PRS","Pilbara Craton, Rooney and Springo Inliers","Inlier/Outlier","granite-greenstones","craton","granite-greenstone","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","","","","","","","","","","","Pilbara Craton, Rooney and Springo Inliers","Pilbara Craton breakup (2775 - 2445 Ma); Mosquito Creek Orogeny (2905 - 2890 Ma); East Pilbara Terrane Rifting Event (3220 - 3165 Ma)","Paleoarchean","Mesoarchean","3530","2895","A-gg","ARCHEAN; granite-greenstones"
"2","174","PSA","Vlaming Sub-basin","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Vlaming Sub-basin","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Cenozoic","323","0","MZ-s","MESOZOIC; sedimentary rocks"
"3","186","PSB","Bunbury Trough","Sub-basin","sedimentary and volcanic rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Bunbury Trough","","","","","","","","","Gondwana breakup - southern margin (100.5 - 93.9 Ma); Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Cenozoic","299","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"4","178","PSC","Collie Sub-basin","Inlier/Outlier","sedimentary rocks","basin","undivided","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","","","","","","","","","Collie Sub-basin","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Mesozoic","299","66","PZ-s","PALEOZOIC; sedimentary rocks"
"2","176","PSE","Beermullah Trough","Sub-basin","sedimentary rocks","basin","marginal basin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Beermullah Trough","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Cenozoic","323","0","MZ-s","MESOZOIC; sedimentary rocks"
"4","180","PSI","Wilga Sub-basin","Inlier/Outlier","sedimentary rocks","basin","continental platform","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","","","","","","","","","Wilga Sub-basin","Gondwana breakup - southern margin (100.5 - 93.9 Ma); Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Paleozoic","299","252","PZ-s","PALEOZOIC; sedimentary rocks"
"2","175","PSM","Mandurah Terrace","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Mandurah Terrace","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Cenozoic","323","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","192","PSN","Naturaliste Platform","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Naturaliste Platform","","","","","","","","","Gondwana breakup - southern margin (100.5 - 93.9 Ma); Gondwana breakup - western margin (210 - 125 Ma)","Mesozoic","Cenozoic","164","0","MZ-s","MESOZOIC; sedimentary rocks"
"4","183","PSO","Boyup Sub-basin","Inlier/Outlier","sedimentary rocks","basin","continental platform","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","","","","","","","","","Boyup Sub-basin","Gondwana breakup - southern margin (100.5 - 93.9 Ma); Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Paleozoic","299","252","PZ-s","PALEOZOIC; sedimentary rocks"
"2","169","PSR","Barberton Terrace","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Barberton Terrace","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Cenozoic","323","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","181","PST","Treeton Terrace","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Treeton Terrace","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Mesozoic","299","66","MZ-s","MESOZOIC; sedimentary rocks"
"2","182","PSV","Vasse Shelf","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Vasse Shelf","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Mesozoic","299","66","MZ-s","MESOZOIC; sedimentary rocks"
"2","179","PSY","Yallingup Shelf","Sub-basin","sedimentary rocks","basin","continental platform","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Yallingup Shelf","","","","","","","","","Gondwana breakup - southern margin (100.5 - 93.9 Ma); Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
"19","68","PTBN","Bentley Basin","Basin","sedimentary and volcanic rocks","basin","continental rift","PTO","Paterson Orogen","Orogen","Western Australia","","","","","","","","","","Bentley Basin","","","Paterson Orogen","","","","","","","Alice Springs Orogeny (450 - 295 Ma); Petermann Orogeny (580 - 520 Ma); Paterson Orogeny (635 - 540 Ma); Giles Event (1085 - 1040 Ma)","Mesoproterozoic","Mesoproterozoic","1090","1026","P_M-sv","MESOPROTEROZOIC; sedimentary and volcanic rocks"
"23","57","PTCR","Mount Crofton Granite and related intrusions","Suite","granitic rocks","igneous","undivided","PTO","Paterson Orogen","Orogen","Western Australia","","","Mount Crofton Granite and related intrusions","","","","","","","","","","Paterson Orogen","","","","","","","Paterson Orogeny (635 - 540 Ma)","Neoproterozoic","Neoproterozoic","621","621","P_N-g","NEOPROTEROZOIC; granitic rocks"
"20","56","PTOO","Northwest Foreland, Paterson Orogen, Oldham Inlier","Orogenic Foreland sub-unit","sedimentary rocks","orogen","foreland fold and thrust belt","PTON","Northwest Foreland, Paterson Orogen","Orogenic Foreland","Western Australia","","","","","","","","","","","","","Paterson Orogen","","","","Northwest Foreland, Paterson Orogen","Northwest Foreland, Paterson Orogen, Oldham Inlier","","Paterson Orogeny (635 - 540 Ma); Edmundian Orogeny (1026 - 954 Ma)","Paleoproterozoic","Mesoproterozoic","1845","1000","P_M-s","MESOPROTEROZOIC; sedimentary rocks"
"20","54","PTOW","Northwest Foreland, Paterson Orogen, Ward Inlier","Orogenic Foreland sub-unit","sedimentary rocks","basin","intracratonic basin","PTON","Northwest Foreland, Paterson Orogen","Orogenic Foreland","Western Australia","","","","","","","","","","","","","Paterson Orogen","","","","Northwest Foreland, Paterson Orogen","Northwest Foreland, Paterson Orogen, Ward Inlier","","Paterson Orogeny (635 - 540 Ma); Mutherbukin Tectonic Event (1321 - 1171 Ma)","Paleoproterozoic","Mesoproterozoic","1845","1000","P_M-s","MESOPROTEROZOIC; sedimentary rocks"
"28","65","PTRB","Talbot Terrane","Province terrane/zone","igneous and metamorphic rocks","orogen","undivided","PTRU","Rudall Province","Province","Western Australia","","","","","","","","","","","","","Paterson Orogen","Rudall Province","Talbot Terrane","","","","","Paterson Orogeny (635 - 540 Ma); Miles Orogeny (650 - 600 Ma); Yapungku Orogeny (1760 - 1300 Ma)","Paleoproterozoic","Mesoproterozoic","2015","1291","P_-im","PROTEROZOIC; igneous and metamorphic rocks"
"28","67","PTRC","Connaughton Terrane","Province terrane/zone","igneous and metamorphic rocks","orogen","undivided","PTRU","Rudall Province","Province","Western Australia","","","","","","","","","","","","","Paterson Orogen","Rudall Province","Connaughton Terrane","","","","","Paterson Orogeny (635 - 540 Ma); Miles Orogeny (650 - 600 Ma); Yapungku Orogeny (1760 - 1300 Ma)","Paleoproterozoic","Mesoproterozoic","2284","1291","P_-im","PROTEROZOIC; igneous and metamorphic rocks"
"28","66","PTRO","Talbot and Connaughton Terranes","Province terrane/zone","igneous and metamorphic rocks","orogen","undivided","PTRU","Rudall Province","Province","Western Australia","","","","","","","","","","","","","Paterson Orogen","Rudall Province","Talbot and Connaughton Terranes","","","","","Paterson Orogeny (635 - 540 Ma); Miles Orogeny (650 - 600 Ma); Yapungku Orogeny (1760 - 1300 Ma)","Paleoproterozoic","Mesoproterozoic","2284","1291","P_-im","PROTEROZOIC; igneous and metamorphic rocks"
"28","64","PTRT","Tabletop Terrane","Province terrane/zone","igneous and metamorphic rocks","orogen","undivided","PTRU","Rudall Province","Province","Western Australia","","","","","","","","","","","","","Paterson Orogen","Rudall Province","Tabletop Terrane","","","","","Paterson Orogeny (635 - 540 Ma); Miles Orogeny (650 - 600 Ma); Yapungku Orogeny (1760 - 1300 Ma)","Paleoproterozoic","Mesoproterozoic","2500","1291","P_-im","PROTEROZOIC; igneous and metamorphic rocks"
"39","266","PWP","West Pilbara Superterrane","Superterrane","granite-greenstones","craton","granite-greenstone","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","","","Pilbara Craton","West Pilbara Superterrane","","","","","","","","","","","","","","","North Pilbara Orogeny (2955 - 2919 Ma); Prinsep Orogeny (3068 - 3066 Ma); East Pilbara Terrane Rifting Event (3220 - 3165 Ma); Karratha Event (3160 - 3140 Ma)","Paleoarchean","Mesoarchean","3280","3070","AM-gg","MESOARCHEAN; granite-greenstones"
"39","273","PWPK","Karratha Terrane","Craton Terrane","granite-greenstones","craton","granite-greenstone","PWP","West Pilbara Superterrane","Superterrane","Western Australia","West Australian Craton","","","Pilbara Craton","West Pilbara Superterrane","Karratha Terrane","","","","","","","","","","","","","","North Pilbara Orogeny (2955 - 2919 Ma); Prinsep Orogeny (3068 - 3066 Ma); East Pilbara Terrane Rifting Event (3220 - 3165 Ma); Karratha Event (3160 - 3140 Ma)","Paleoarchean","Paleoarchean","3280","3236","AM-gg","MESOARCHEAN; granite-greenstones"
"35","394","PWPN","Nickol River Basin","Basin","sedimentary and volcanic rocks","basin","passive margin","PWP","West Pilbara Superterrane","Superterrane","Western Australia","West Australian Craton","","","Pilbara Craton","West Pilbara Superterrane","","","","","Nickol River Basin","","","","","","","","","","North Pilbara Orogeny (2955 - 2919 Ma); Prinsep Orogeny (3068 - 3066 Ma); East Pilbara Terrane Rifting Event (3220 - 3165 Ma); Karratha Event (3160 - 3140 Ma)","Paleoarchean","Mesoarchean","3220","3160","AM-sv","MESOARCHEAN; sedimentary and volcanic rocks"
"52","274","PWPR","Regal Terrane","Craton Terrane","igneous and metamorphic rocks","craton","granite-greenstone","PWP","West Pilbara Superterrane","Superterrane","Western Australia","West Australian Craton","","","Pilbara Craton","West Pilbara Superterrane","Regal Terrane","","","","","","","","","","","","","","North Pilbara Orogeny (2955 - 2919 Ma); Prinsep Orogeny (3068 - 3066 Ma); Karratha Event (3160 - 3140 Ma)","Mesoarchean","Mesoarchean","3200","3160","AM-im","MESOARCHEAN; igneous and metamorphic rocks"
"39","275","PWPS","Sholl Terrane","Craton Terrane","granite-greenstones","craton","granite-greenstone","PWP","West Pilbara Superterrane","Superterrane","Western Australia","West Australian Craton","","","Pilbara Craton","West Pilbara Superterrane","Sholl Terrane","","","","","","","","","","","","","","North Pilbara Orogeny (2955 - 2919 Ma); Prinsep Orogeny (3068 - 3066 Ma)","Mesoarchean","Mesoarchean","3130","3093","AM-gg","MESOARCHEAN; granite-greenstones"
"41","341","PWY","Pilbara Craton, Wyloo Inlier","Inlier/Outlier","granite-greenstones","craton","granitic complex","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","","","","","","","","","","","Pilbara Craton, Wyloo Inlier","Capricorn Orogeny (1817 - 1772 Ma); Ophthalmia Orogeny (2215 - 2145 Ma)","Paleoarchean","Mesoarchean","3530","2893","A-gg","ARCHEAN; granite-greenstones"
"41","340","PYV","Pilbara Craton, Sylvania Inlier","Inlier/Outlier","granite-greenstones","craton","granite-greenstone","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","","","","","","","","","","","Pilbara Craton, Sylvania Inlier","Capricorn Orogeny (1817 - 1772 Ma); Ophthalmia Orogeny (2215 - 2145 Ma)","Paleoarchean","Mesoarchean","3530","2918","A-gg","ARCHEAN; granite-greenstones"
"21","52","RC","Revolver Creek Basin","Basin","sedimentary and volcanic rocks","basin","intracratonic basin","HCO","Halls Creek Orogen","Orogen","Western Australia","North Australian Craton","","","","","","","","","Revolver Creek Basin","","","Halls Creek Orogen","","","","","","","Alice Springs Orogeny (450 - 295 Ma); Wunaamin Miliwundi Orogeny (670 - 510 Ma); Yampi Orogeny (1000 - 800 Ma)","Paleoproterozoic","Paleoproterozoic","1864","1600","P_P-sv","PALEOPROTEROZOIC; sedimentary and volcanic rocks"
"29","239","RE","Recherche Supersuite","Supersuite","igneous and metamorphic rocks","orogen","reactivated orogen","AFO","Albany-Fraser Orogen","Orogen","Western Australia","West Australian Craton","Recherche Supersuite","","","","","","","","","","","Albany-Fraser Orogen","","","","","","","Albany-Fraser Orogeny (1330 - 1140 Ma); Albany-Fraser Orogeny Stage II (1225 - 1140 Ma); Albany-Fraser Orogeny Stage I (1330 - 1260 Ma)","Mesoproterozoic","Mesoproterozoic","1330","1280","P_M-im","MESOPROTEROZOIC; igneous and metamorphic rocks"
"21","50","RK","Red Rock Basin","Basin","sedimentary and volcanic rocks","basin","intracratonic basin","HCO","Halls Creek Orogen","Orogen","Western Australia","North Australian Craton","","","","","","","","","Red Rock Basin","","","Halls Creek Orogen","","","","","","","Alice Springs Orogeny (450 - 295 Ma); Wunaamin Miliwundi Orogeny (670 - 510 Ma); Yampi Orogeny (1000 - 800 Ma)","Paleoproterozoic","Paleoproterozoic","1864","1600","P_P-sv","PALEOPROTEROZOIC; sedimentary and volcanic rocks"
"24","44","SD","Sally Downs Supersuite","Supersuite","granitic rocks","orogen","collisional orogen","LM","Lamboo Province","Province","Western Australia","North Australian Craton","Sally Downs Supersuite","","","","","","","","","","","Halls Creek Orogen","Lamboo Province","","","","","","Alice Springs Orogeny (450 - 295 Ma); Wunaamin Miliwundi Orogeny (670 - 510 Ma); Yampi Orogeny (1000 - 800 Ma); Halls Creek Orogeny (1832 - 1808 Ma)","Paleoproterozoic","Paleoproterozoic","1832","1808","P_P-g","PALEOPROTEROZOIC; granitic rocks"
"24","45","SE","San Sou Suite","Suite","granitic rocks","igneous","undivided","LM","Lamboo Province","Province","Western Australia","North Australian Craton","","San Sou Suite","","","","","","","","","","Halls Creek Orogen","Lamboo Province","","","","","","Alice Springs Orogeny (450 - 295 Ma); Wunaamin Miliwundi Orogeny (670 - 510 Ma); Yampi Orogeny (1000 - 800 Ma)","Paleoproterozoic","Paleoproterozoic","1788","1788","P_P-g","PALEOPROTEROZOIC; granitic rocks"
"22","48","SP","Speewah Basin","Basin","sedimentary rocks","basin","intracratonic basin","NAC","North Australian Craton","WA Unit","Western Australia","North Australian Craton","","","","","","","","","Speewah Basin","","","","","","","","","","Wunaamin Miliwundi Orogeny (670 - 510 Ma); Yampi Orogeny (1000 - 800 Ma)","Paleoproterozoic","Paleoproterozoic","1864","1797","P_P-s","PALEOPROTEROZOIC; sedimentary rocks"
"43","309","SR","Split Rock Supersuite","Supersuite","granitic rocks","igneous","undivided","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","Split Rock Supersuite","","Pilbara Craton","","","","","","","","","","","","","","","","Pilbara Craton breakup (2775 - 2445 Ma); Split Rock Supersuite Magmatic Event (2890 - 2830 Ma)","Mesoarchean","Mesoarchean","2851","2831","AM-g","MESOARCHEAN; granitic rocks"
"43","308","ST","Sisters Supersuite","Supersuite","granitic rocks","igneous","undivided","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","Sisters Supersuite","","Pilbara Craton","","","","","","","","","","","","","","","","Pilbara Craton breakup (2775 - 2445 Ma); Split Rock Supersuite Magmatic Event (2890 - 2830 Ma); North Pilbara Orogeny (2955 - 2919 Ma)","Mesoarchean","Mesoarchean","2954","2919","AM-g","MESOARCHEAN; granitic rocks"
"12","305","SU","Sulphur Springs Large Igneous Province","Domain","mafic/ultramafic intrusive/extrusive rocks","igneous","large igneous province","PEP","East Pilbara Terrane","Craton Terrane","Western Australia","West Australian Craton","","","Pilbara Craton","","East Pilbara Terrane","Sulphur Springs Large Igneous Province","","","","","","","","","","","","","Pilbara Craton breakup (2775 - 2445 Ma); Split Rock Supersuite Magmatic Event (2890 - 2830 Ma); North Pilbara Orogeny (2955 - 2919 Ma); Prinsep Orogeny (3068 - 3066 Ma); East Pilbara Terrane Rifting Event (3220 - 3165 Ma); Karratha Event (3160 - 3140 Ma)","Paleoarchean","Paleoarchean","3275","3235","AP-LIP","PALEOARCHEAN; mafic/ultramafic intrusive/extrusive rocks"
"44","322","TA","Tambina Supersuite","Supersuite","granitic rocks","igneous","undivided","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","Tambina Supersuite","","Pilbara Craton","","","","","","","","","","","","","","","","Fortescue Rifting Event (2775 - 2752 Ma); North Pilbara Orogeny (2955 - 2919 Ma); East Pilbara Terrane Rifting Event (3220 - 3165 Ma); Emu Pool Event (3300 - 3290 Ma); Warrawoona Event (3430 - 3410 Ma)","Paleoarchean","Paleoarchean","3451","3416","AP-g","PALEOARCHEAN; granitic rocks"
"21","51","TD","Texas Downs Basin","Basin","sedimentary and volcanic rocks","basin","intracratonic basin","HCO","Halls Creek Orogen","Orogen","Western Australia","North Australian Craton","","","","","","","","","Texas Downs Basin","","","Halls Creek Orogen","","","","","","","Alice Springs Orogeny (450 - 295 Ma); Wunaamin Miliwundi Orogeny (670 - 510 Ma); Yampi Orogeny (1000 - 800 Ma)","Paleoproterozoic","Paleoproterozoic","1864","1600","P_P-sv","PALEOPROTEROZOIC; sedimentary and volcanic rocks"
"21","124","TK","Turee Creek Basin","Basin","sedimentary and volcanic rocks","orogen","foreland basin","CPO","Capricorn Orogen","Orogen","Western Australia","West Australian Craton","","","","","","","","","Turee Creek Basin","","","Capricorn Orogen","","","","","","","Capricorn Orogeny (1817 - 1772 Ma); Ophthalmia Orogeny (2215 - 2145 Ma)","Paleoproterozoic","Paleoproterozoic","2445","2031","P_P-sv","PALEOPROTEROZOIC; sedimentary and volcanic rocks"
"21","264","TN","Tanami Basin","Basin","sedimentary and volcanic rocks","basin","undivided","GT","Granites--Tanami Orogen","Orogen","Western Australia","North Australian Craton","","","","","","","","","Tanami Basin","","","Granites--Tanami Orogen","","","","","","","Alice Springs Orogeny (450 - 295 Ma); Stafford Event (1810 - 1790 Ma); Tanami Event (1850 - 1830 Ma)","Paleoproterozoic","Paleoproterozoic","1864","1844","P_P-sv","PALEOPROTEROZOIC; sedimentary and volcanic rocks"
"46","9","WAC","West Australian Craton","WA Unit","igneous, sedimentary, and metamorphic rocks","craton","undivided","WA","STATE","Western Australia","Western Australia","West Australian Craton","","","","","","","","","","","","","","","","","","","Western Australian Craton events (4000 - 570 Ma)","Eoarchean","Neoproterozoic","4000","541","AP_-ism","ARCHEAN-PROTEROZOIC; igneous, sedimentary, and metamorphic rocks"
"2","213","WBA","Ashmore Platform","Sub-basin","sedimentary rocks","basin","continental margin","WB","Northern Bonaparte Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Bonaparte Basin","Ashmore Platform","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Outboard Bonaparte uplift/erosion (154 - 152 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","202","WBD","Darwin Shelf","Sub-basin","sedimentary rocks","basin","continental platform","WB","Northern Bonaparte Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Bonaparte Basin","Darwin Shelf","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Mesozoic","Cenozoic","145","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","205","WBF","Flamingo High","Sub-basin","sedimentary rocks","basin","continental margin","WB","Northern Bonaparte Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Bonaparte Basin","Flamingo High","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","204","WBG","Flamingo Syncline","Sub-basin","sedimentary rocks","basin","continental margin","WB","Northern Bonaparte Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Bonaparte Basin","Flamingo Syncline","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","206","WBL","Laminaria High","Sub-basin","sedimentary rocks","basin","continental margin","WB","Northern Bonaparte Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Bonaparte Basin","Laminaria High","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Paleozoic","299","252","MZ-s","MESOZOIC; sedimentary rocks"
"2","211","WBM","Malita Graben","Sub-basin","sedimentary rocks","basin","continental margin","WB","Northern Bonaparte Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Bonaparte Basin","Malita Graben","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","207","WBN","Nancar Trough","Sub-basin","sedimentary rocks","basin","continental margin","WB","Northern Bonaparte Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Bonaparte Basin","Nancar Trough","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","212","WBO","Londonderry High","Sub-basin","sedimentary rocks","basin","continental margin","WB","Northern Bonaparte Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Bonaparte Basin","Londonderry High","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","214","WBP","Petrel Sub-basin","Sub-basin","sedimentary rocks","basin","continental margin","WB","Northern Bonaparte Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Bonaparte Basin","Petrel Sub-basin","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","510","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","210","WBS","Sahul Platform","Sub-basin","sedimentary rocks","basin","continental margin","WB","Northern Bonaparte Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Bonaparte Basin","Sahul Platform","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Outboard Bonaparte uplift/erosion (154 - 152 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
